iter	Logloss
284	0.2509624382
285	0.2508040342
286	0.2503174535
287	0.2499093794
288	0.2497856816
289	0.2496339014
290	0.2492732375
291	0.2488994171
292	0.2485417328
293	0.2482384842
294	0.2478570949
295	0.2474205059
296	0.2470802554
297	0.2468950012
298	0.2466018474
299	0.246452249
300	0.2462228827
301	0.2460612627
302	0.2456979751
303	0.2455221522
304	0.2453370313
305	0.2451910043
306	0.2450474381
307	0.2447844362
308	0.2445081976
309	0.2443275171
310	0.2441454633
311	0.2439988726
312	0.2434996309
313	0.2431860068
314	0.2430267857
315	0.2427292267
316	0.2424508702
317	0.2420128656
318	0.2415224208
319	0.2413805683
320	0.2411534763
321	0.240798188
322	0.2405783864
323	0.240234957
324	0.2400572536
325	0.2398987459
326	0.2394571446
327	0.2390982674
328	0.2387386824
329	0.2383718771
330	0.2383052929
331	0.2379547126
332	0.2375872994
333	0.2372547579
334	0.236950833
335	0.2369096431
336	0.2365918774
337	0.2361868834
338	0.2357353796
339	0.2356322834
340	0.2354776203
341	0.2351348127
342	0.234824146
343	0.2345757117
344	0.2343532074
345	0.233999111
346	0.2337652214
347	0.2334245611
348	0.233312335
349	0.2331251418
350	0.2328977729
351	0.2325953557
352	0.2324337194
353	0.2323255562
354	0.2320374642
355	0.2318933475
356	0.2314809626
357	0.2313377647
358	0.2309632282
359	0.230795324
360	0.230452051
361	0.2302435903
362	0.230088086
363	0.2299616438
364	0.2297323374
365	0.2294518353
366	0.2292842424
367	0.2289904787
368	0.228679155
369	0.2284565488
370	0.2282485843
371	0.2277648858
372	0.2275838287
373	0.227370057
374	0.2270799273
375	0.2267796189
376	0.2265313458
377	0.2261732744
378	0.225943271
379	0.2257302681
380	0.2255859412
381	0.2254411905
382	0.2252489085
383	0.2250092984
384	0.2248905593
385	0.2244695576
386	0.2241115899
387	0.2239250331
388	0.2237963884
389	0.2237030028
390	0.2235229828
391	0.2230930672
392	0.2228211071
393	0.2226174126
394	0.2224300183
395	0.2222657134
396	0.2220426519
397	0.2217718289
398	0.221687608
399	0.221462619
400	0.2211718466
401	0.2209540825
402	0.2209003632
403	0.2207030755
404	0.2204956835
405	0.2200714237
406	0.2197140844
407	0.2195365837
408	0.2193921076
409	0.2191262858
410	0.2189353576
411	0.2186465621
412	0.2185410656
413	0.2180650526
414	0.21782812
415	0.2177293733
416	0.2175291533
417	0.2174146336
418	0.2170519968
419	0.2168622727
420	0.2165249501
421	0.2164205932
422	0.2163019333
423	0.2160396457
424	0.2157014602
425	0.2155646627
426	0.2154230339
427	0.2151494116
428	0.2148757972
429	0.214675499
430	0.2143882006
431	0.2141113587
432	0.2138979688
433	0.2138185037
434	0.2134723492
435	0.213459589
436	0.2134035432
437	0.2131854333
438	0.213069166
439	0.213034794
440	0.2129516614
441	0.2127295124
442	0.2125653983
443	0.212456469
444	0.2123202161
445	0.2120736332
446	0.2118695541
447	0.2116896474
448	0.2116214104
449	0.2112887068
450	0.2110924044
451	0.2109462368
452	0.2105847607
453	0.2102691528
454	0.2099535748
455	0.2098547417
456	0.2096450079
457	0.2093037638
458	0.2089434935
459	0.2088092159
460	0.2085708491
461	0.2082092871
462	0.2080736939
463	0.2079098481
464	0.2076846849
465	0.2076357115
466	0.2072729162
467	0.2071359582
468	0.2069307251
469	0.2067710697
470	0.2066558588
471	0.2063848121
472	0.2062734612
473	0.2061112904
474	0.2059464376
475	0.2057869604
476	0.2055602197
477	0.2053756455
478	0.2050908689
479	0.2048022372
480	0.2045666615
481	0.2044319091
482	0.204257571
483	0.2041247622
484	0.2040323124
485	0.2038615691
486	0.2036823794
487	0.20345115
488	0.2032541126
489	0.2030535008
490	0.2028818238
491	0.2027129582
492	0.2023877121
493	0.2021548739
494	0.2017584186
495	0.201519662
496	0.2011662359
497	0.2009878123
498	0.2007854675
499	0.2007499636
500	0.2005876957
501	0.2005291165
502	0.2004057667
503	0.2001199299
504	0.2000323337
505	0.1998282989
506	0.199700035
507	0.1995691254
508	0.1992888633
509	0.1992006225
510	0.1990726459
511	0.1988809561
512	0.1988005737
513	0.1985895825
514	0.1982264416
515	0.1978814102
516	0.1978439154
517	0.1977700151
518	0.1977470603
519	0.1976561541
520	0.1974564984
521	0.1972201577
522	0.1971200884
523	0.1970509684
524	0.1969613286
525	0.1968416081
526	0.1965271486
527	0.1963930757
528	0.1962904098
529	0.1961690078
530	0.1960200034
531	0.1957739798
532	0.1955290364
533	0.1953472963
534	0.1951558984
535	0.1949855473
536	0.1948765342
537	0.1947679968
538	0.194583625
539	0.1944349024
540	0.1943358868
541	0.194213692
542	0.1940049951
543	0.1937098875
544	0.1935888655
545	0.1932279222
546	0.1930743057
547	0.192961764
548	0.1928740027
549	0.1925554091
550	0.1925256785
551	0.1923295017
552	0.1921897036
553	0.1920509479
554	0.1919404438
555	0.191911644
556	0.1919059194
557	0.1916596685
558	0.1914888753
559	0.1912798396
560	0.1909423425
561	0.1907163138
562	0.1906693431
563	0.1906096095
564	0.1902945213
565	0.1901909514
566	0.1899598823
567	0.189699395
568	0.189690875
569	0.1895497841
570	0.1892067712
571	0.1890972717
572	0.189007497
573	0.1889803051
574	0.1888365418
575	0.1886501606
576	0.1885767879
577	0.1885025237
578	0.1883421697
579	0.1880360017
580	0.1878611193
581	0.187670525
582	0.1875586984
583	0.1874232324
584	0.1873416082
585	0.1871927809
586	0.1870891986
587	0.1869255771
588	0.1868560304
589	0.1867365797
590	0.186468545
591	0.1863793201
592	0.1861207795
593	0.1859525766
594	0.1858853548
595	0.1857091917
596	0.1854680182
597	0.1852835916
598	0.1852612482
599	0.1851877669
600	0.1850559426
601	0.1849287465
602	0.1846700793
603	0.1844989593
604	0.1843844716
605	0.1842085405
606	0.18405013
607	0.1838335524
608	0.1838124336
609	0.1835657716
610	0.1833363094
611	0.1830544231
612	0.1829829527
613	0.1829452133
614	0.1827697167
615	0.1826021411
616	0.1824567105
617	0.1822343499
618	0.182064597
619	0.1819627026
620	0.1818601316
621	0.1818107274
622	0.1816535658
623	0.1813297264
624	0.1808944102
625	0.1806579997
626	0.1803452621
627	0.1801929181
628	0.1801112312
629	0.1800515704
630	0.1799716002
631	0.1798446503
632	0.1796589317
633	0.1795334479
634	0.1793014563
635	0.1791758942
636	0.1789841541
637	0.1789020957
638	0.1787520409
639	0.1786771154
640	0.1783280288
641	0.1781274547
642	0.1779519657
643	0.1779188423
644	0.1776454212
645	0.1774350148
646	0.1772854185
647	0.1770814299
648	0.1767158381
649	0.1766637478
650	0.1764850283
651	0.1763862522
652	0.176179025
653	0.175808701
654	0.1755442272
655	0.1753240628
656	0.1751722706
657	0.1749229491
658	0.1748017572
659	0.1746251943
660	0.1745587092
661	0.1744569102
662	0.1742646011
663	0.1740541014
664	0.1738890233
665	0.1737606441
666	0.1736797755
667	0.17352786
668	0.1734067646
669	0.1732659495
670	0.17301828
671	0.1729529084
672	0.1727679233
673	0.1726081735
674	0.1724152305
675	0.1723495903
676	0.1722150248
677	0.1719740637
678	0.1716890415
679	0.1715938106
680	0.1714049546
681	0.1712810431
682	0.1712246799
683	0.1710775842
684	0.1709742279
685	0.1708290668
686	0.1705988485
687	0.1705622483
688	0.1704348026
689	0.1702535854
690	0.1701392769
691	0.1700330212
692	0.1700231718
693	0.1697896966
694	0.1696375483
695	0.1693901232
696	0.1693567406
697	0.1692482245
698	0.1690322113
699	0.168851173
700	0.1687922615
701	0.1686476502
702	0.1683255321
703	0.1682408297
704	0.168153911
705	0.1680497874
706	0.1678657632
707	0.1676917876
708	0.1674974143
709	0.1672853038
710	0.1672619929
711	0.1672002087
712	0.1669720379
713	0.1669417876
714	0.1667845892
715	0.1667421108
716	0.1667167769
717	0.1665294374
718	0.166422549
719	0.1663033071
720	0.1662096536
721	0.1659787021
722	0.1658718847
723	0.1657012532
724	0.1654970301
725	0.1654151777
726	0.165325205
727	0.1653092676
728	0.165180936
729	0.1650902607
730	0.1649282601
731	0.1648275014
732	0.1646805558
733	0.1646230518
734	0.1644556818
735	0.1643481329
736	0.1641860315
737	0.1639992281
738	0.1639007243
739	0.1637786789
740	0.1636724953
741	0.1634724349
742	0.1632892103
743	0.1631577773
744	0.1631089137
745	0.1629246535
746	0.1628288519
747	0.1627760091
748	0.1626354011
749	0.1625531368
750	0.1624101091
751	0.1623938066
752	0.1622316155
753	0.1620934225
754	0.1618069592
755	0.1616592227
756	0.1615435814
757	0.1613079332
758	0.1611620455
759	0.1610161467
760	0.1607122872
761	0.1606033583
762	0.1604051152
763	0.1602637105
764	0.1600105467
765	0.1598609524
766	0.1596942699
767	0.1596284835
768	0.1595128686
769	0.1592772457
770	0.1590994339
771	0.159086174
772	0.1590469264
773	0.1588089425
774	0.1585976724
775	0.1584433621
776	0.158322455
777	0.1580850634
778	0.1579734983
779	0.1578125462
780	0.1576881293
781	0.1575132061
782	0.1574282061
783	0.1572652268
784	0.1572317589
785	0.1570781151
786	0.1569289453
787	0.1567588057
788	0.1566325085
789	0.1565667586
790	0.1563003547
791	0.1562204673
792	0.1559825026
793	0.1558071657
794	0.1557493684
795	0.1554050532
796	0.1553924852
797	0.1552887257
798	0.1552020447
799	0.1550889513
800	0.1549430836
801	0.1546845552
802	0.1544951368
803	0.1543503196
804	0.154069353
805	0.1539808228
806	0.1538710546
807	0.1538481075
808	0.1537247443
809	0.1534615249
810	0.1531786432
811	0.1531068026
812	0.1529514733
813	0.1528244143
814	0.1527170691
815	0.1526342548
816	0.1524533542
817	0.1524246159
818	0.1523279728
819	0.1521341938
820	0.1520073525
821	0.1517486253
822	0.1516065675
823	0.1514208786
824	0.1513235051
825	0.1511210617
826	0.151036976
827	0.1509294866
828	0.1508005477
829	0.1506608382
830	0.1504968501
831	0.1504434931
832	0.1502374677
833	0.1501489354
834	0.1499922679
835	0.1498842755
836	0.1497381622
837	0.1494977164
838	0.1492460261
839	0.1491644211
840	0.1491417484
841	0.1490008391
842	0.1489965841
843	0.1488247324
844	0.1486847
845	0.1485264817
846	0.1483381719
847	0.148178834
848	0.148075404
849	0.1479983098
850	0.1479331381
851	0.1479194012
852	0.1478733366
853	0.1478084172
854	0.1477368485
855	0.1476819536
856	0.1475853972
857	0.14752545
858	0.1473774715
859	0.1472202118
860	0.1470852768
861	0.1469130336
862	0.1468690863
863	0.1467463306
864	0.1466052548
865	0.1464524896
866	0.1462793602
867	0.146176301
868	0.1460940536
869	0.145895844
870	0.1457961813
871	0.1456598832
872	0.1455052399
873	0.1452590178
874	0.1452103955
875	0.1451734756
876	0.14504488
877	0.1449594679
878	0.144894968
879	0.1447504069
880	0.1446320772
881	0.1444760807
882	0.1443430843
883	0.1442362061
884	0.1441693279
885	0.1439902302
886	0.143934446
887	0.1439184745
888	0.1438150183
889	0.1435902127
890	0.143490562
891	0.1433882991
892	0.1432375457
893	0.1432151049
894	0.1430648008
895	0.1430185464
896	0.1428932253
897	0.1428388149
898	0.1427311876
899	0.1425847311
900	0.1423610978
901	0.1421823864
902	0.1421123096
903	0.1419637942
904	0.1418424951
905	0.1417296602
906	0.1415291883
907	0.1414970392
908	0.141378359
909	0.1413252363
910	0.1412734566
911	0.1409901545
912	0.1408094855
913	0.1407461621
914	0.1404449628
915	0.1402202291
916	0.1402127131
917	0.1401885371
918	0.1400692443
919	0.1399829731
920	0.1396754836
921	0.1396568565
922	0.1395612786
923	0.1394894818
924	0.1394251824
925	0.1392721698
926	0.139202666
927	0.1390832178
928	0.1390419331
929	0.1389363048
930	0.1388074415
931	0.1387380144
932	0.1385425669
933	0.1385252041
934	0.1383604491
935	0.13822787
936	0.1381171209
937	0.1380638542
938	0.1379361415
939	0.1377756335
940	0.1376276139
941	0.1375585072
942	0.1372880112
943	0.137134009
944	0.1370966788
945	0.1368835158
946	0.1367988524
947	0.1365843011
948	0.1365046203
949	0.1363776705
950	0.1362784649
951	0.1362297208
952	0.1361928737
953	0.1360458332
954	0.1360038043
955	0.1359402319
956	0.1358845128
957	0.1357579495
958	0.1356376305
959	0.1354176708
960	0.1352951391
961	0.1351908862
962	0.1350896846
963	0.1349573286
964	0.1348644185
965	0.1348570874
966	0.1347347983
967	0.1347248314
968	0.1345575119
969	0.1344732394
970	0.134305369
971	0.1342878526
972	0.1341817642
973	0.1341551351
974	0.1340913102
975	0.1340773429
976	0.1340238174
977	0.133918025
978	0.1337358987
979	0.1335884285
980	0.1335163798
981	0.1334502572
982	0.1333767419
983	0.1333076135
984	0.1332308432
985	0.1331750404
986	0.1329685099
987	0.1328796065
988	0.1328635405
989	0.1328185158
990	0.1328013144
991	0.1326393865
992	0.1325188622
993	0.1324940293
994	0.1323909797
995	0.1322670453
996	0.1322370598
997	0.1320975022
998	0.1320132951
999	0.1318794511
